-37.01913962161872	-100.0	-37.01913962161872	-37.1745308076925
-36.24790754616834	-36.74432183693769	-37.01913962161872	-100.0
-100.0	-100.0	-8.84	-4.5
-4.5	-100.0	-100.0	-100.0
-100.0	-100.0	-4.5	-100.0
-100.0	-4.2	-100.0	-4.2
-25.728339462	-26.311147314800003	-100.0	-100.0
-100.0	-4.0	-7.890000000000001	0.0
-100.0	-100.0	0.0	0.0
-100.0	-4.0	0.0	0.0
-100.0	-4.1	0.0	0.0
-100.0	-100.0	0.0	0.0
-100.0	-4.3	0.0	0.0
-4.5	-100.0	0.0	0.0
-4.6	-4.5	0.0	0.0
-100.0	-4.6	0.0	0.0
-100.0	-100.0	0.0	0.0
-100.0	-100.0	0.0	0.0
-100.0	-100.0	0.0	0.0
-5.1	-100.0	0.0	0.0
-4.8	-4.6	-100.0	-4.6
-36.919139621618726	-29.815572453149475	-100.0	-100.0
-100.0	-4.4	-8.649999999999999	-100.0
-4.5	-100.0	-100.0	-100.0
-100.0	-100.0	-100.0	-4.2
-100.0	-25.910061575	-100.0	-26.70164601359
-25.728339462	-5.812261129497186	-25.344390462000007	-25.438339462000002
-100.0	-24.507097995000002	-26.41360499159	-100.0
-100.0	-100.0	-7.51	-4.0
-100.0	-23.620822238999995	-100.0	-24.222528797000002
-100.0	-100.0	-23.589754528000004	-100.0
-100.0	-100.0	-10.859	0.0
-100.0	-100.0	0.0	0.0
-4.5	-100.0	0.0	0.0
-4.6	-100.0	0.0	0.0
-100.0	-100.0	0.0	0.0
-100.0	-4.6	0.0	0.0
-100.0	-100.0	0.0	0.0
-100.0	-4.8	0.0	0.0
-5.1	-100.0	0.0	0.0
-100.0	-100.0	-35.47667547071794	-35.40081313801471
-37.0513828159383	-35.50886243506774	-35.47667547071794	-28.12841383683275
-100.0	-26.364904263147494	-35.095230761232344	-100.0
-100.0	-4.2	-4.4	-100.0
-100.0	-100.0	-100.0	-4.1
-27.2655055158	-26.992605515799998	-100.0	-26.373764776900007
-26.5126591148	-2.0136234772190953	-25.267440641	-25.3327266552
-24.965340772	-24.058395877700004	-26.3414072371	-100.0
-100.0	-3.7	-7.32	-3.9
-23.652140728000003	-22.650883706	-100.0	-100.0
-4.1	-3.9	-7.32	0.0
-100.0	-100.0	0.0	0.0
-4.3	-4.1	0.0	0.0
-100.0	-100.0	0.0	0.0
-4.5	-100.0	0.0	0.0
-4.6	-4.4	0.0	0.0
